tournament_id,year,match_date,group_name,home_team,home_code,away_team,away_code,home_score,away_score,result,home_pts,away_pts
WC-2022,2022,2022-11-23,Group F,Belgium,BEL,Canada,CAN,1,0,home team win,1.0,0.0
WC-2022,2022,2022-11-24,Group G,Switzerland,CHE,Cameroon,CMR,1,0,home team win,1.0,0.0
WC-2022,2022,2022-11-24,Group H,Uruguay,URY,South Korea,KOR,0,0,draw,0.5,0.5
WC-2022,2022,2022-11-24,Group H,Portugal,PRT,Ghana,GHA,3,2,home team win,1.0,0.0
WC-2022,2022,2022-11-24,Group G,Brazil,BRA,Serbia,SRB,2,0,home team win,1.0,0.0
WC-2022,2022,2022-11-25,Group B,Wales,WAL,Iran,IRN,0,2,away team win,0.0,1.0
WC-2022,2022,2022-11-25,Group A,Qatar,QAT,Senegal,SEN,1,3,away team win,0.0,1.0
WC-2022,2022,2022-11-25,Group A,Netherlands,NLD,Ecuador,ECU,1,1,draw,0.5,0.5
WC-2022,2022,2022-11-25,Group B,England,ENG,United States,USA,0,0,draw,0.5,0.5
WC-2022,2022,2022-11-26,Group D,Tunisia,TUN,Australia,AUS,0,1,away team win,0.0,1.0
WC-2022,2022,2022-11-26,Group C,Poland,POL,Saudi Arabia,SAU,2,0,home team win,1.0,0.0
WC-2022,2022,2022-11-26,Group D,France,FRA,Denmark,DNK,2,1,home team win,1.0,0.0
WC-2022,2022,2022-11-26,Group C,Argentina,ARG,Mexico,MEX,2,0,home team win,1.0,0.0
WC-2022,2022,2022-11-27,Group E,Japan,JPN,Costa Rica,CRI,0,1,away team win,0.0,1.0
WC-2022,2022,2022-11-27,Group F,Belgium,BEL,Morocco,MAR,0,2,away team win,0.0,1.0
WC-2022,2022,2022-11-27,Group F,Croatia,HRV,Canada,CAN,4,1,home team win,1.0,0.0
WC-2022,2022,2022-11-27,Group E,Spain,ESP,Germany,DEU,1,1,draw,0.5,0.5
WC-2022,2022,2022-11-28,Group G,Cameroon,CMR,Serbia,SRB,3,3,draw,0.5,0.5
WC-2022,2022,2022-11-28,Group H,South Korea,KOR,Ghana,GHA,2,3,away team win,0.0,1.0
WC-2022,2022,2022-11-28,Group G,Brazil,BRA,Switzerland,CHE,1,0,home team win,1.0,0.0
WC-2022,2022,2022-11-28,Group H,Portugal,PRT,Uruguay,URY,2,0,home team win,1.0,0.0
WC-2022,2022,2022-11-29,Group A,Ecuador,ECU,Senegal,SEN,1,2,away team win,0.0,1.0
WC-2022,2022,2022-11-29,Group A,Netherlands,NLD,Qatar,QAT,2,0,home team win,1.0,0.0
WC-2022,2022,2022-11-29,Group B,Iran,IRN,United States,USA,0,1,away team win,0.0,1.0
WC-2022,2022,2022-11-29,Group B,Wales,WAL,England,ENG,0,3,away team win,0.0,1.0
WC-2022,2022,2022-11-30,Group D,Australia,AUS,Denmark,DNK,1,0,home team win,1.0,0.0
WC-2022,2022,2022-11-30,Group D,Tunisia,TUN,France,FRA,1,0,home team win,1.0,0.0
WC-2022,2022,2022-11-30,Group C,Poland,POL,Argentina,ARG,0,2,away team win,0.0,1.0
WC-2022,2022,2022-11-30,Group C,Saudi Arabia,SAU,Mexico,MEX,1,2,away team win,0.0,1.0
WC-2022,2022,2022-12-01,Group F,Canada,CAN,Morocco,MAR,1,2,away team win,0.0,1.0
WC-2022,2022,2022-12-01,Group F,Croatia,HRV,Belgium,BEL,0,0,draw,0.5,0.5
WC-2022,2022,2022-12-01,Group E,Costa Rica,CRI,Germany,DEU,2,4,away team win,0.0,1.0
WC-2022,2022,2022-12-01,Group E,Japan,JPN,Spain,ESP,2,1,home team win,1.0,0.0
WC-2022,2022,2022-12-02,Group H,Ghana,GHA,Uruguay,URY,0,2,away team win,0.0,1.0
WC-2022,2022,2022-12-02,Group H,South Korea,KOR,Portugal,PRT,2,1,home team win,1.0,0.0
WC-2022,2022,2022-12-02,Group G,Cameroon,CMR,Brazil,BRA,1,0,home team win,1.0,0.0
WC-2022,2022,2022-12-02,Group G,Serbia,SRB,Switzerland,CHE,2,3,away team win,0.0,1.0
